GameKey,Date,SeasonType,Season,Week,Team,Opponent,HomeOrAway,Score,OpponentScore,TotalScore,Stadium,PlayingSurface,Temperature,Humidity,WindSpeed,OverUnder,PointSpread,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,ReturnYards,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Safeties,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentReturnYards,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentSafeties,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,QuarterbackHitsDifferential,TacklesForLossDifferential,QuarterbackSacksDifferential,TacklesForLossPercentage,QuarterbackHitsPercentage,TimesSackedPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,OpponentQuarterbackHitsDifferential,OpponentTacklesForLossDifferential,OpponentQuarterbackSacksDifferential,OpponentTacklesForLossPercentage,OpponentQuarterbackHitsPercentage,OpponentTimesSackedPercentage,Kickoffs,KickoffsInEndZone,KickoffTouchbacks,PuntsHadBlocked,PuntNetAverage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,FieldGoalsHadBlocked,PuntReturns,PuntReturnYards,KickReturns,KickReturnYards,InterceptionReturns,InterceptionReturnYards,OpponentKickoffs,OpponentKickoffsInEndZone,OpponentKickoffTouchbacks,OpponentPuntsHadBlocked,OpponentPuntNetAverage,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,OpponentFieldGoalsHadBlocked,OpponentPuntReturns,OpponentPuntReturnYards,OpponentKickReturns,OpponentKickReturnYards,OpponentInterceptionReturns,OpponentInterceptionReturnYards,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnYards,FumbleReturnTouchdowns,InterceptionReturnTouchdowns,BlockedKicks,PuntReturnTouchdowns,PuntReturnLong,KickReturnTouchdowns,KickReturnLong,BlockedKickReturnYards,BlockedKickReturnTouchdowns,FieldGoalReturnYards,FieldGoalReturnTouchdowns,PuntNetYards,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,OpponentFumbleReturnYards,OpponentFumbleReturnTouchdowns,OpponentInterceptionReturnTouchdowns,OpponentBlockedKicks,OpponentPuntReturnTouchdowns,OpponentPuntReturnLong,OpponentKickReturnTouchdowns,OpponentKickReturnLong,OpponentBlockedKickReturnYards,OpponentBlockedKickReturnTouchdowns,OpponentFieldGoalReturnYards,OpponentFieldGoalReturnTouchdowns,OpponentPuntNetYards,IsGameOver,TeamName,DayOfWeek,PassingDropbacks,OpponentPassingDropbacks,TeamGameID,TwoPointConversionReturns,OpponentTwoPointConversionReturns,TeamID,OpponentID,Day,DateTime,GlobalGameID,GlobalTeamID,GlobalOpponentID,ScoreID
201610916,2016-11-06T13:00:00,1,2016,9,JAX,KC,AWAY,14,19,33,Arrowhead Stadium,Grass,83,71,16,63.6,10.4,0,7,0,7,0,43,58,29:39,37,13,25,4,111,665,13.1,4,47,303,14.0,0,61,33,361,4,2,13.1,16.4,79.5,115.0,19,11,57.0,4,0,0.0,7,4,0,0,50,11,68,7,7,4,12,12,7,0,9,247,61.9,9,0,-6,7,3,6,3,0,44,31,30:21,15,9,13,0,84,342,9.0,2,33,92,6.1,0,49,30,250,2,0,11.2,12.4,89.7,124.4,21,2,10.5,2,2,148.0,7,0,0,0,77,12,111,0,0,4,27,13,11,0,10,522,74.6,0,9,9,98.7,0.0,4,-3,0,20.1,33.9,4.7,0.0,0.0,-3,4,0,23.1,20.7,12.5,7,4,2,0,-17.0,4,4,0,0,0,0,0,2,0,0,9,50,7,129,0,0,13,9,7,0,-7.3,2,2,0,0,0,0,0,9,9,0,4,68,4,49,2,13,56,18,4,27,4,0,0,0,0,0,0,0,18,0,67,0,0,0,0,-68,80,15,4,0,10,7,7,0,0,0,0,0,53,0,38,0,0,0,0,-50,True,Jaguars,Sunday,64,52,162000282,0,0,15,16,2016-11-06T00:00:00,2016-11-06T13:00:00,16095,15,16,16095
201610916,2016-11-06T13:00:00,1,2016,9,KC,JAX,HOME,19,14,33,Arrowhead Stadium,Grass,83,71,16,63.6,-10.4,7,3,6,3,0,44,31,30:21,15,9,13,0,84,342,9.0,2,33,92,6.1,0,49,30,250,2,0,11.2,12.4,89.7,124.4,21,2,10.5,2,2,148.0,7,0,0,0,77,12,111,0,0,4,27,13,11,0,10,522,74.6,0,9,9,0,7,0,7,0,43,58,29:39,37,13,25,4,111,665,13.1,4,47,303,14.0,0,61,33,361,4,2,13.1,16.4,79.5,115.0,19,11,57.0,4,0,0.0,7,4,0,0,50,11,68,7,7,4,12,12,7,0,9,247,61.9,9,0,-6,0.0,0.0,-3,4,0,23.1,20.7,5.7,98.7,0.0,4,-3,0,20.1,33.9,10.3,13,9,7,0,-7.3,2,2,0,0,0,0,0,9,9,0,4,68,4,49,2,13,7,4,2,0,-17.0,4,4,0,0,0,0,0,2,0,0,9,50,7,129,0,0,80,15,4,0,10,7,7,0,0,0,0,0,53,0,38,0,0,0,0,-50,56,18,4,27,4,0,0,0,0,0,0,0,18,0,67,0,0,0,0,-68,True,Chiefs,Sunday,52,64,162000283,0,0,16,15,2016-11-06T00:00:00,2016-11-06T13:00:00,16095,16,15,16095
201610929,2016-11-06T16:25:00,1,2016,9,LAC,TEN,HOME,43,35,78,Qualcomm Stadium,Grass,96,59,9,70.3,-5.2,9,10,14,10,0,53,43,36:29,46,15,24,11,108,704,14.2,11,58,308,11.6,2,49,36,397,4,0,12.0,16.6,107.6,172.8,16,11,67.3,0,0,0.0,10,7,0,0,90,21,158,0,0,2,10,2,9,0,7,207,69.1,0,7,7,0,14,7,14,0,34,46,23:31,36,13,22,7,92,582,13.8,11,28,118,9.2,4,64,40,463,7,4,10.8,17.2,92.9,131.1,16,11,67.3,2,2,148.0,11,11,0,0,0,12,84,2,2,0,0,11,9,0,9,269,67.3,7,0,-4,63.5,0.0,-6,0,-1,31.2,5.0,2.9,148.0,0.0,9,0,2,15.2,21.8,0.0,13,12,10,0,0.0,11,9,0,0,0,0,0,7,7,0,4,7,0,0,4,86,13,13,13,0,-1.2,11,11,0,0,0,0,0,0,0,0,2,0,4,77,0,0,62,10,0,0,13,2,2,53,2,2,0,0,7,0,0,0,0,0,0,0,90,22,2,10,2,0,0,0,0,0,0,0,0,0,55,0,0,0,0,-4,True,Chargers,Sunday,50,64,162000295,0,0,29,34,2016-11-06T00:00:00,2016-11-06T16:25:00,16101,29,34,16101
201610932,2016-11-06T16:05:00,1,2016,9,LAR,CAR,HOME,10,13,23,Los Angeles Memorial Coliseum,Grass,98,67,9,65.9,6.6,0,0,0,10,0,37,71,25:48,27,7,22,0,99,502,11.2,2,25,87,7.7,0,68,40,414,2,2,13.4,15.4,86.9,110.3,21,9,42.3,7,4,98.7,4,2,0,0,59,15,161,0,0,9,24,13,13,0,11,360,71.9,2,0,-1,7,0,0,6,0,50,18,34:12,24,7,16,4,92,361,8.5,2,37,87,5.3,0,47,30,274,2,0,12.7,13.6,92.5,131.2,22,13,59.2,0,0,0.0,7,2,0,0,0,11,52,0,0,11,59,10,11,0,13,417,69.6,0,2,2,74.0,0.0,-1,9,2,53.3,24.0,8.0,49.3,0.0,2,-6,-1,43.5,20.7,20.0,7,4,2,0,0.0,2,2,0,0,0,0,0,7,2,0,9,59,2,37,0,0,9,9,7,0,-9.9,2,2,0,0,0,0,0,7,4,0,0,0,2,12,2,0,70,11,11,0,4,0,0,0,0,0,0,0,28,0,22,0,0,0,0,0,68,15,9,24,12,2,0,0,0,0,0,0,0,0,12,0,0,0,0,-59,True,Rams,Sunday,74,55,162000291,0,0,32,5,2016-11-06T00:00:00,2016-11-06T16:05:00,16099,32,5,16099
201610919,2016-11-06T13:00:00,1,2016,9,MIA,NYJ,HOME,27,23,50,Sun Life Stadium,Grass,112,86,21,66.6,-5.2,7,7,6,7,0,44,33,30:22,30,10,13,9,92,406,9.6,7,47,203,9.4,2,43,25,203,2,0,10.3,12.0,86.7,121.5,16,11,67.3,2,0,0.0,9,2,0,0,43,12,126,0,0,2,18,13,7,0,7,178,59.2,0,4,4,10,3,0,10,0,43,56,29:38,27,7,15,11,78,490,13.6,4,31,207,14.7,2,43,27,283,2,4,14.5,15.7,91.9,94.7,15,7,44.4,0,0,0.0,11,2,0,0,15,15,114,0,0,7,33,13,11,0,7,179,59.6,4,0,-3,37.0,0.0,0,-3,4,21.2,27.8,3.3,29.6,0.0,0,4,-3,23.1,29.6,13.9,13,11,9,0,-4.9,7,7,0,0,0,0,0,4,4,0,4,18,7,232,4,25,13,9,7,0,-5.9,4,4,0,0,0,0,0,7,7,0,4,15,4,55,0,0,62,10,7,0,11,4,0,0,0,0,0,0,13,2,142,0,0,0,0,-15,65,28,2,18,9,2,0,-3,0,0,0,0,15,0,34,0,0,0,0,-18,True,Dolphins,Sunday,44,47,162000285,0,0,19,24,2016-11-06T00:00:00,2016-11-06T13:00:00,16096,19,24,16096
201610920,2016-11-06T13:00:00,1,2016,9,MIN,DET,HOME,16,22,38,TCF Bank Stadium,,83,80,16,62.9,-8.9,0,3,6,7,0,49,12,33:8,33,10,19,4,99,499,11.0,4,37,115,6.8,2,59,46,383,2,0,14.2,12.4,114.7,150.9,21,13,63.5,4,2,74.0,11,4,0,0,71,12,80,0,0,4,21,9,11,0,9,216,54.0,0,2,2,3,7,0,6,6,49,46,33:31,27,7,18,7,92,460,11.0,4,37,144,8.5,0,53,34,317,4,2,12.9,13.8,94.6,128.8,21,10,74.0,0,0,0.0,2,2,0,0,0,13,84,0,0,2,11,11,9,0,11,388,77.6,2,0,-1,59.2,0.0,-1,2,-1,29.6,16.0,4.8,148.0,0.0,2,-1,2,23.7,17.6,5.9,11,9,4,0,0.0,4,2,0,0,0,0,0,4,2,2,9,46,7,129,2,25,9,4,2,0,-9.2,2,2,0,0,0,0,0,7,7,0,0,0,7,74,0,0,55,38,2,0,9,0,0,0,0,0,0,0,28,0,47,0,0,0,0,0,86,18,4,21,4,0,0,0,0,0,2,0,0,0,38,0,0,0,0,-46,True,Vikings,Sunday,62,55,162000289,0,0,20,11,2016-11-06T00:00:00,2016-11-06T13:00:00,16098,20,11,16098
201610931,2016-11-06T16:05:00,1,2016,9,NO,SF,AWAY,41,23,64,Levi's Stadium,,92,87,10,78.4,-7.4,14,17,0,10,0,56,80,38:54,43,21,21,2,121,845,10.4,11,62,367,12.9,4,58,41,478,7,0,12.3,17.0,106.3,180.6,25,16,95.8,0,0,0.0,11,7,0,0,43,9,59,0,0,2,0,13,0,0,9,311,77.7,0,9,9,3,17,3,0,0,31,13,21:6,28,9,22,0,84,719,12.6,4,25,138,12.0,0,58,36,582,4,2,14.9,24.3,91.0,150.6,13,4,32.9,4,0,0.0,4,0,0,0,34,13,115,7,7,2,11,0,2,0,4,126,62.9,9,0,-6,88.8,0.0,13,-1,0,0.0,22.2,2.5,0.0,0.0,-9,2,0,5.3,0.0,5.5,10,13,9,0,-8.6,11,11,0,0,0,0,0,7,4,0,0,0,9,86,2,43,13,9,4,0,0.0,4,4,0,0,0,0,0,7,7,0,7,34,7,154,0,0,61,13,2,11,9,4,7,0,0,0,0,0,0,0,30,0,0,0,0,-34,99,19,2,0,10,0,0,0,0,0,0,0,16,0,53,0,0,0,0,0,True,Saints,Sunday,59,59,162000292,0,0,22,31,2016-11-06T00:00:00,2016-11-06T16:05:00,16100,22,31,16100
201610923,2016-11-06T13:00:00,1,2016,9,NYG,PHI,HOME,28,23,51,MetLife Stadium,Artificial,74,73,27,63.6,-4.4,14,7,7,0,0,40,30,27:20,24,7,15,7,90,447,11.0,9,36,80,4.8,0,53,33,367,9,4,10.2,16.7,90.4,141.5,19,9,45.6,2,0,0.0,2,2,0,0,53,11,44,0,0,2,13,10,9,0,10,477,68.1,4,4,0,3,7,7,6,0,47,59,32:40,31,13,21,2,110,656,13.1,4,37,142,8.3,4,70,40,514,0,4,11.0,19.1,85.0,93.2,22,7,29.6,9,2,37.0,13,4,0,0,117,9,64,0,0,4,25,4,10,0,7,209,69.6,4,4,0,148.0,0.0,11,-4,2,23.7,21.2,2.7,49.3,0.0,-7,7,-1,43.2,11.8,9.0,11,9,7,0,-16.1,9,9,0,0,0,0,0,0,0,0,2,15,4,44,4,38,13,11,9,0,-4.9,4,4,0,0,0,0,0,9,7,2,4,112,4,74,4,7,86,30,4,0,10,2,0,0,0,0,2,0,15,0,24,0,0,0,0,-112,70,30,2,13,13,0,0,0,0,0,0,0,98,0,38,0,0,0,0,-15,True,Giants,Sunday,55,73,162000287,0,0,23,26,2016-11-06T00:00:00,2016-11-06T13:00:00,16097,23,26,16097
201610919,2016-11-06T13:00:00,1,2016,9,NYJ,MIA,AWAY,23,27,50,Sun Life Stadium,Grass,112,86,21,66.6,7.7,10,3,0,10,0,43,56,29:38,27,7,15,11,78,490,13.6,4,31,207,14.7,2,43,27,283,2,4,14.5,15.7,91.9,94.7,15,7,44.4,0,0,0.0,11,2,0,0,15,15,114,0,0,7,33,13,11,0,7,179,59.6,4,0,-3,7,7,6,7,0,44,33,30:22,30,10,13,9,92,406,9.6,7,47,203,9.4,2,43,25,203,2,0,10.3,12.0,86.7,121.5,16,11,67.3,2,0,0.0,9,2,0,0,43,12,126,0,0,2,18,13,7,0,7,178,59.2,0,4,4,29.6,0.0,0,4,-3,23.1,29.6,9.4,37.0,0.0,0,-3,4,21.2,27.8,7.2,13,9,7,0,-5.9,4,4,0,0,0,0,0,7,7,0,4,15,4,55,0,0,13,11,9,0,-4.9,7,7,0,0,0,0,0,4,4,0,4,18,7,232,4,25,65,28,2,18,9,2,0,-3,0,0,0,0,15,0,34,0,0,0,0,-18,62,10,7,0,11,4,0,0,0,0,0,0,13,2,142,0,0,0,0,-15,True,Jets,Sunday,47,44,162000284,0,0,24,19,2016-11-06T00:00:00,2016-11-06T13:00:00,16096,24,19,16096
201610925,2016-11-06T20:30:00,1,2016,9,OAK,DEN,HOME,30,20,50,O.co Coliseum,Grass,93,71,10,65.1,0.0,6,14,0,10,0,61,41,41:28,44,16,18,10,112,588,11.4,7,64,323,11.2,7,46,30,265,0,0,12.7,13.3,95.5,118.3,21,11,52.8,0,0,0.0,13,7,0,0,58,12,107,0,0,4,11,11,4,0,9,250,62.5,0,4,4,0,10,0,10,0,27,47,18:32,19,2,13,7,75,443,12.9,4,18,49,6.1,0,55,27,394,4,2,10.7,21.9,71.9,117.4,16,7,40.4,2,0,0.0,0,0,0,0,18,18,154,2,2,4,25,4,9,0,13,395,65.9,4,0,-3,74.0,0.0,7,-3,0,24.7,18.9,6.1,0.0,0.0,-4,4,0,13.8,13.4,11.2,10,11,7,0,-4.4,7,7,0,0,0,0,0,9,7,0,11,47,4,61,2,10,9,7,4,0,-7.8,4,4,0,0,0,0,0,4,4,0,2,18,9,117,0,0,52,9,4,0,12,2,2,0,0,0,0,0,16,0,38,0,0,0,0,-18,95,21,4,11,2,0,0,0,0,0,0,0,18,0,38,0,0,0,0,-47,True,Raiders,Sunday,49,58,162000299,0,0,25,10,2016-11-06T00:00:00,2016-11-06T20:30:00,16103,25,10,16103
201610923,2016-11-06T13:00:00,1,2016,9,PHI,NYG,AWAY,23,28,51,MetLife Stadium,Artificial,74,73,27,63.6,6.6,3,7,7,6,0,47,59,32:40,31,13,21,2,110,656,13.1,4,37,142,8.3,4,70,40,514,0,4,11.0,19.1,85.0,93.2,22,7,29.6,9,2,37.0,13,4,0,0,117,9,64,0,0,4,25,4,10,0,7,209,69.6,4,4,0,14,7,7,0,0,40,30,27:20,24,7,15,7,90,447,11.0,9,36,80,4.8,0,53,33,367,9,4,10.2,16.7,90.4,141.5,19,9,45.6,2,0,0.0,2,2,0,0,53,11,44,0,0,2,13,10,9,0,10,477,68.1,4,4,0,49.3,0.0,-7,7,-1,43.2,11.8,4.1,148.0,0.0,11,-4,2,23.7,21.2,5.9,13,11,9,0,-4.9,4,4,0,0,0,0,0,9,7,2,4,112,4,74,4,7,11,9,7,0,-16.1,9,9,0,0,0,0,0,0,0,0,2,15,4,44,4,38,70,30,2,13,13,0,0,0,0,0,0,0,98,0,38,0,0,0,0,-15,86,30,4,0,10,2,0,0,0,0,2,0,15,0,24,0,0,0,0,-112,True,Eagles,Sunday,73,55,162000286,0,0,26,23,2016-11-06T00:00:00,2016-11-06T13:00:00,16097,26,23,16097
201610903,2016-11-06T13:00:00,1,2016,9,PIT,BAL,AWAY,14,21,35,M&T Bank Stadium,Artificial,77,56,21,68.8,-4.4,0,0,0,14,0,40,74,27:50,22,7,15,4,96,410,9.4,4,27,53,4.4,2,67,34,357,2,2,11.8,15.5,75.6,96.4,24,9,37.0,4,2,74.0,4,2,0,0,21,19,147,0,0,4,34,10,13,0,13,638,70.9,2,2,0,7,3,3,8,0,47,15,32:10,19,4,10,9,93,406,9.4,4,43,74,3.7,0,46,28,332,2,2,10.7,17.5,90.7,119.3,25,9,34.8,0,0,0.0,2,0,0,0,43,15,139,0,0,7,38,9,7,0,13,562,62.5,2,2,0,74.0,0.0,7,13,2,45.9,30.5,4.3,0.0,0.0,-4,-9,-1,24.7,12.6,13.0,7,4,2,2,-2.5,4,4,0,0,0,0,0,0,0,0,7,11,0,0,2,13,11,11,11,0,-0.9,2,2,0,4,2,0,0,4,4,0,7,22,2,41,2,0,71,27,7,38,9,4,0,0,0,0,0,0,10,0,0,0,0,0,0,-22,56,15,4,0,12,0,0,-3,0,0,2,0,21,0,41,21,2,0,0,-7,True,Steelers,Sunday,70,50,162000278,0,0,28,3,2016-11-06T00:00:00,2016-11-06T13:00:00,16093,28,3,16093
201610930,2016-11-07T20:30:00,1,2016,9,SEA,BUF,HOME,31,25,56,CenturyLink Field,Artificial,83,80,9,63.6,-8.9,7,21,0,3,0,28,64,19:43,28,9,19,4,62,411,14.5,9,18,49,6.1,4,38,30,363,4,0,13.9,18.1,113.8,194.0,10,4,42.3,0,0,0.0,9,9,0,0,75,15,111,0,0,9,55,18,12,0,7,210,70.0,0,2,2,14,3,0,8,0,59,25,40:17,44,16,24,7,121,629,11.4,7,56,240,9.4,4,58,40,389,2,2,14.7,14.4,102.4,126.9,25,18,104.5,2,0,0.0,11,7,0,0,19,16,170,0,0,11,38,10,13,0,7,145,48.4,2,0,-1,148.0,0.0,11,4,2,31.2,40.4,13.3,88.8,0.0,-7,-3,-1,74.0,34.5,16.9,13,13,11,2,-6.4,9,9,0,0,0,0,0,2,2,0,4,30,7,96,2,46,11,9,4,0,-9.9,4,4,0,0,0,2,2,4,2,0,4,19,2,19,0,0,64,71,11,0,4,0,0,0,0,0,0,0,33,0,64,0,0,0,0,-19,36,36,9,55,2,0,0,0,0,0,2,0,19,0,19,0,0,0,0,-30,True,Seahawks,Monday,44,65,162000301,0,0,30,4,2016-11-07T00:00:00,2016-11-07T20:30:00,16104,30,4,16104
201610931,2016-11-06T16:05:00,1,2016,9,SF,NO,HOME,23,41,64,Levi's Stadium,,92,87,10,78.4,11.0,3,17,3,0,0,31,13,21:6,28,9,22,0,84,719,12.6,4,25,138,12.0,0,58,36,582,4,2,14.9,24.3,91.0,150.6,13,4,32.9,4,0,0.0,4,0,0,0,34,13,115,7,7,2,11,0,2,0,4,126,62.9,9,0,-6,14,17,0,10,0,56,80,38:54,43,21,21,2,121,845,10.4,11,62,367,12.9,4,58,41,478,7,0,12.3,17.0,106.3,180.6,25,16,95.8,0,0,0.0,11,7,0,0,43,9,59,0,0,2,0,13,0,0,9,311,77.7,0,9,9,0.0,0.0,-9,2,0,5.3,0.0,2.5,88.8,0.0,13,-1,0,0.0,22.2,5.5,13,9,4,0,0.0,4,4,0,0,0,0,0,7,7,0,7,34,7,154,0,0,10,13,9,0,-8.6,11,11,0,0,0,0,0,7,4,0,0,0,9,86,2,43,99,19,2,0,10,0,0,0,0,0,0,0,16,0,53,0,0,0,0,0,61,13,2,11,9,4,7,0,0,0,0,0,0,0,30,0,0,0,0,-34,True,49ers,Sunday,59,59,162000293,0,0,31,22,2016-11-06T00:00:00,2016-11-06T16:05:00,16100,31,22,16100
201610933,2016-11-03T20:25:00,1,2016,9,TB,ATL,HOME,28,43,71,Raymond James Stadium,Grass,112,148,16,74.7,7.7,7,7,0,14,0,38,47,26:32,34,7,27,4,104,586,12.5,9,28,108,8.3,0,71,49,478,9,0,14.7,14.5,101.8,170.5,21,12,84.5,4,2,74.0,9,9,0,0,0,16,126,4,4,7,19,12,13,0,7,212,70.6,4,2,-1,10,10,13,10,0,49,41,33:28,46,13,30,4,104,682,14.5,11,50,201,8.8,2,50,37,481,9,0,14.2,19.2,108.8,210.8,15,13,88.8,0,0,0.0,11,9,0,0,2,13,50,2,2,4,28,12,9,0,0,0,0.0,2,4,2,148.0,0.0,0,4,-1,26.0,32.9,5.9,118.4,0.0,0,-3,2,31.2,23.2,12.3,11,7,2,0,-0.4,4,4,0,7,2,0,0,0,0,0,0,0,0,0,0,0,13,13,13,0,0.0,9,9,0,4,0,0,0,7,7,0,4,2,4,80,0,0,87,19,4,0,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,77,18,7,19,9,4,4,0,0,0,0,0,2,0,43,0,0,0,0,0,True,Buccaneers,Thursday,75,53,162000277,0,0,33,2,2016-11-03T00:00:00,2016-11-03T20:25:00,16092,33,2,16092
201610929,2016-11-06T16:25:00,1,2016,9,TEN,LAC,AWAY,35,43,78,Qualcomm Stadium,Grass,96,59,9,70.3,7.7,0,14,7,14,0,34,46,23:31,36,13,22,7,92,582,13.8,11,28,118,9.2,4,64,40,463,7,4,10.8,17.2,92.9,131.1,16,11,67.3,2,2,148.0,11,11,0,0,0,12,84,2,2,0,0,11,9,0,9,269,67.3,7,0,-4,9,10,14,10,0,53,43,36:29,46,15,24,11,108,704,14.2,11,58,308,11.6,2,49,36,397,4,0,12.0,16.6,107.6,172.8,16,11,67.3,0,0,0.0,10,7,0,0,90,21,158,0,0,2,10,2,9,0,7,207,69.1,0,7,7,148.0,0.0,9,0,2,15.2,21.8,0,63.5,0.0,-6,0,-1,31.2,5.0,6.4,13,13,13,0,-1.2,11,11,0,0,0,0,0,0,0,0,2,0,4,77,0,0,13,12,10,0,0.0,11,9,0,0,0,0,0,7,7,0,4,7,0,0,4,86,90,22,2,10,2,0,0,0,0,0,0,0,0,0,55,0,0,0,0,-4,62,10,0,0,13,2,2,53,2,2,0,0,7,0,0,0,0,0,0,0,True,Titans,Sunday,64,50,162000294,0,0,34,29,2016-11-06T00:00:00,2016-11-06T16:25:00,16101,34,29,16101
