GameKey,Date,SeasonType,Season,Week,Team,Opponent,HomeOrAway,Score,OpponentScore,TotalScore,Stadium,PlayingSurface,Temperature,Humidity,WindSpeed,OverUnder,PointSpread,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,ReturnYards,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Safeties,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentReturnYards,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentSafeties,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,QuarterbackHitsDifferential,TacklesForLossDifferential,QuarterbackSacksDifferential,TacklesForLossPercentage,QuarterbackHitsPercentage,TimesSackedPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,OpponentQuarterbackHitsDifferential,OpponentTacklesForLossDifferential,OpponentQuarterbackSacksDifferential,OpponentTacklesForLossPercentage,OpponentQuarterbackHitsPercentage,OpponentTimesSackedPercentage,Kickoffs,KickoffsInEndZone,KickoffTouchbacks,PuntsHadBlocked,PuntNetAverage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,FieldGoalsHadBlocked,PuntReturns,PuntReturnYards,KickReturns,KickReturnYards,InterceptionReturns,InterceptionReturnYards,OpponentKickoffs,OpponentKickoffsInEndZone,OpponentKickoffTouchbacks,OpponentPuntsHadBlocked,OpponentPuntNetAverage,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,OpponentFieldGoalsHadBlocked,OpponentPuntReturns,OpponentPuntReturnYards,OpponentKickReturns,OpponentKickReturnYards,OpponentInterceptionReturns,OpponentInterceptionReturnYards,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnYards,FumbleReturnTouchdowns,InterceptionReturnTouchdowns,BlockedKicks,PuntReturnTouchdowns,PuntReturnLong,KickReturnTouchdowns,KickReturnLong,BlockedKickReturnYards,BlockedKickReturnTouchdowns,FieldGoalReturnYards,FieldGoalReturnTouchdowns,PuntNetYards,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,OpponentFumbleReturnYards,OpponentFumbleReturnTouchdowns,OpponentInterceptionReturnTouchdowns,OpponentBlockedKicks,OpponentPuntReturnTouchdowns,OpponentPuntReturnLong,OpponentKickReturnTouchdowns,OpponentKickReturnLong,OpponentBlockedKickReturnYards,OpponentBlockedKickReturnTouchdowns,OpponentFieldGoalReturnYards,OpponentFieldGoalReturnTouchdowns,OpponentPuntNetYards,IsGameOver,TeamName,DayOfWeek,PassingDropbacks,OpponentPassingDropbacks,TeamGameID,TwoPointConversionReturns,OpponentTwoPointConversionReturns,TeamID,OpponentID,Day,DateTime,GlobalGameID,GlobalTeamID,GlobalOpponentID,ScoreID
201610114,2016-09-11T16:25:00,1,2016,1,DET,IND,AWAY,39,35,74,Lucas Oil Stadium,Dome,84,51,6,55.6,3.0,7,14,7,11,0,33,40,30:36,31,8,22,1,70,493,8.5,6,26,128,5.8,2,43,34,365,4,0,10.3,11.8,87.4,140.6,11,6,61.2,0,0,0.0,5,5,1,1,-1,10,77,0,0,1,10,6,4,1,5,258,64.7,0,0,0,0,10,8,17,0,32,26,29:24,28,7,19,2,75,495,8.0,5,21,90,5.2,0,52,34,405,5,0,9.4,13.1,72.6,129.8,18,11,61.8,0,0,0.0,5,5,1,1,14,6,50,0,0,2,19,7,4,0,5,214,53.7,0,0,0,110.0,110.0,-1,0,1,17.4,11.2,2.5,110.0,110.0,1,0,-1,13.8,16.5,5.0,8,8,6,0,61.0,6,5,0,0,0,0,0,1,1,0,1,-1,1,24,0,0,8,8,7,0,48.4,4,4,0,1,1,0,0,2,2,0,2,14,2,11,0,0,41,22,2,19,8,0,0,0,0,0,0,0,0,0,24,0,0,0,0,244,45,20,1,10,4,0,0,0,0,0,0,0,11,0,28,0,0,0,0,194,True,Lions,Sunday,44,54,427144,0,0,11,14,2016-09-11T00:00:00,2016-09-11T16:25:00,15982,11,14,15982
201610115,2016-09-11T13:00:00,1,2016,1,GB,JAX,AWAY,27,23,50,EverBank Field,Artificial,99,60,4,51.7,-3.8,7,14,3,3,0,31,41,28:37,20,7,11,2,66,323,5.9,4,28,104,4.6,1,37,22,219,2,0,7.1,11.0,64.7,104.6,15,8,55.0,1,1,110.0,5,2,2,0,11,6,26,1,0,1,0,5,11,0,5,202,50.6,0,1,1,7,10,3,3,0,34,25,31:23,22,5,15,2,75,383,6.2,2,29,53,2.2,1,43,26,330,1,1,9.3,13.8,67.6,91.6,16,5,29.4,5,4,82.5,4,1,0,0,15,11,87,1,0,4,22,4,4,0,2,138,68.8,1,0,-1,55.0,0.0,1,8,2,42.4,10.4,2.9,36.6,0.0,-1,-8,-2,13.2,10.4,8.6,7,7,5,0,46.8,4,4,0,0,0,0,0,2,2,0,0,0,1,15,1,11,7,6,6,0,68.8,2,2,0,0,0,0,0,4,4,0,1,15,2,56,0,0,54,5,4,22,8,1,0,0,0,0,0,0,0,0,15,0,0,0,0,187,41,10,1,0,1,1,0,0,0,0,0,0,15,0,35,0,0,0,0,138,True,Packers,Sunday,38,46,427124,0,0,12,15,2016-09-11T00:00:00,2016-09-11T13:00:00,15972,12,15,15972
201610113,2016-09-11T13:00:00,1,2016,1,HOU,CHI,HOME,23,14,37,Reliant Stadium,Dome,92,67,4,46.8,-6.0,0,10,3,10,0,40,21,36:19,19,6,13,0,79,378,5.8,2,38,142,4.5,0,38,24,236,2,1,7.4,10.8,69.2,95.9,22,13,66.0,0,0,0.0,4,1,2,0,45,7,76,1,0,2,18,13,10,0,6,267,53.5,1,1,0,7,7,0,0,0,25,45,23:41,15,4,11,1,59,284,5.8,2,22,80,4.4,1,32,18,204,1,1,7.7,12.8,60.7,78.9,14,5,33.9,2,0,0.0,2,2,1,1,47,5,33,2,0,6,34,10,4,0,8,326,46.5,1,1,0,36.6,0.0,5,6,4,44.0,38.8,5.4,110.0,110.0,-4,-6,-3,10.4,23.8,16.2,7,4,1,0,44.7,2,2,0,0,0,0,0,4,4,0,4,32,4,80,1,13,4,2,0,0,41.9,2,2,0,0,0,0,0,0,0,0,5,44,6,113,1,4,40,14,6,34,5,1,0,0,0,0,0,0,14,0,31,0,0,0,0,223,52,30,2,18,5,1,0,0,0,0,0,0,34,0,29,0,0,0,0,294,True,Texans,Sunday,41,37,427129,0,0,13,6,2016-09-11T00:00:00,2016-09-11T13:00:00,15974,13,6,15974
201610114,2016-09-11T16:25:00,1,2016,1,IND,DET,HOME,35,39,74,Lucas Oil Stadium,Dome,84,51,6,55.6,-2.8,0,10,8,17,0,32,26,29:24,28,7,19,2,75,495,8.0,5,21,90,5.2,0,52,34,405,5,0,9.4,13.1,72.6,129.8,18,11,61.8,0,0,0.0,5,5,1,1,14,6,50,0,0,2,19,7,4,0,5,214,53.7,0,0,0,7,14,7,11,0,33,40,30:36,31,8,22,1,70,493,8.5,6,26,128,5.8,2,43,34,365,4,0,10.3,11.8,87.4,140.6,11,6,61.2,0,0,0.0,5,5,1,1,-1,10,77,0,0,1,10,6,4,1,5,258,64.7,0,0,0,110.0,110.0,1,0,-1,13.8,16.5,4.1,110.0,110.0,-1,0,1,17.4,11.2,3.0,8,8,7,0,48.4,4,4,0,1,1,0,0,2,2,0,2,14,2,11,0,0,8,8,6,0,61.0,6,5,0,0,0,0,0,1,1,0,1,-1,1,24,0,0,45,20,1,10,4,0,0,0,0,0,0,0,11,0,28,0,0,0,0,194,41,22,2,19,8,0,0,0,0,0,0,0,0,0,24,0,0,0,0,244,True,Colts,Sunday,54,44,427145,0,0,14,11,2016-09-11T00:00:00,2016-09-11T16:25:00,15982,14,11,15982
201610115,2016-09-11T13:00:00,1,2016,1,JAX,GB,HOME,23,27,50,EverBank Field,Artificial,99,60,4,51.7,4.2,7,10,3,3,0,34,25,31:23,22,5,15,2,75,383,6.2,2,29,53,2.2,1,43,26,330,1,1,9.3,13.8,67.6,91.6,16,5,29.4,5,4,82.5,4,1,0,0,15,11,87,1,0,4,22,4,4,0,2,138,68.8,1,0,-1,7,14,3,3,0,31,41,28:37,20,7,11,2,66,323,5.9,4,28,104,4.6,1,37,22,219,2,0,7.1,11.0,64.7,104.6,15,8,55.0,1,1,110.0,5,2,2,0,11,6,26,1,0,1,0,5,11,0,5,202,50.6,0,1,1,36.6,0.0,-1,-8,-2,13.2,10.4,7.1,55.0,0.0,1,8,2,42.4,10.4,3.5,7,6,6,0,68.8,2,2,0,0,0,0,0,4,4,0,1,15,2,56,0,0,7,7,5,0,46.8,4,4,0,0,0,0,0,2,2,0,0,0,1,15,1,11,41,10,1,0,1,1,0,0,0,0,0,0,15,0,35,0,0,0,0,138,54,5,4,22,8,1,0,0,0,0,0,0,0,0,15,0,0,0,0,187,True,Jaguars,Sunday,46,38,427125,0,0,15,12,2016-09-11T00:00:00,2016-09-11T13:00:00,15972,15,12,15972
201610116,2016-09-11T13:00:00,1,2016,1,KC,LAC,HOME,33,27,60,Arrowhead Stadium,Grass,81,56,11,50.6,-7.2,3,0,7,17,6,34,7,31:6,29,7,21,1,77,454,7.1,5,21,91,5.3,2,53,37,363,2,1,8.3,10.7,77.9,104.5,15,6,39.3,2,2,110.0,6,5,2,2,38,7,51,0,0,4,36,4,4,0,6,217,43.3,1,0,-1,7,14,3,3,0,37,1,34:1,28,11,13,4,76,427,6.8,4,35,170,5.8,2,40,28,256,1,0,7.9,10.2,76.3,105.8,16,8,51.4,0,0,0.0,6,4,2,2,10,6,33,0,0,1,11,7,10,0,6,196,39.2,0,1,1,88.0,110.0,-3,-6,-2,10.3,9.8,5.9,66.0,110.0,4,6,2,46.3,13.0,3.3,7,6,5,0,37.2,4,4,0,0,0,0,0,2,2,0,5,38,0,0,0,0,8,8,8,0,31.5,4,4,0,0,0,0,0,4,2,0,2,10,2,47,1,0,57,5,1,11,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,186,53,7,4,36,5,0,0,0,0,0,0,0,8,0,25,0,0,0,0,157,True,Chiefs,Sunday,56,41,427141,0,0,16,29,2016-09-11T00:00:00,2016-09-11T13:00:00,15980,16,29,15980
201610116,2016-09-11T13:00:00,1,2016,1,LAC,KC,AWAY,27,33,60,Arrowhead Stadium,Grass,81,56,11,50.6,7.9,7,14,3,3,0,37,1,34:1,28,11,13,4,76,427,6.8,4,35,170,5.8,2,40,28,256,1,0,7.9,10.2,76.3,105.8,16,8,51.4,0,0,0.0,6,4,2,2,10,6,33,0,0,1,11,7,10,0,6,196,39.2,0,1,1,3,0,7,17,6,34,7,31:6,29,7,21,1,77,454,7.1,5,21,91,5.3,2,53,37,363,2,1,8.3,10.7,77.9,104.5,15,6,39.3,2,2,110.0,6,5,2,2,38,7,51,0,0,4,36,4,4,0,6,217,43.3,1,0,-1,66.0,110.0,4,6,2,46.3,13.0,2.7,88.0,110.0,-3,-6,-2,10.3,9.8,7.1,8,8,8,0,31.5,4,4,0,0,0,0,0,4,2,0,2,10,2,47,1,0,7,6,5,0,37.2,4,4,0,0,0,0,0,2,2,0,5,38,0,0,0,0,53,7,4,36,5,0,0,0,0,0,0,0,8,0,25,0,0,0,0,157,57,5,1,11,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,186,True,Chargers,Sunday,41,56,427140,0,0,29,16,2016-09-11T00:00:00,2016-09-11T13:00:00,15980,29,16,15980
201610131,2016-09-12T22:20:00,1,2016,1,LAR,SF,AWAY,0,28,28,Levi's Stadium,,73,62,19,47.3,-2.8,0,0,0,0,0,30,55,27:50,11,5,7,0,66,204,3.8,0,25,72,3.4,0,38,19,132,0,2,4.1,8.6,53.5,36.3,16,4,22.0,2,1,55.0,0,0,0,0,42,11,112,0,0,2,11,1,10,0,11,474,47.4,2,1,-1,7,7,0,14,0,35,11,32:10,31,12,11,8,85,352,5.1,5,46,165,4.4,4,38,24,187,1,0,5.9,9.3,69.2,92.7,19,10,51.8,2,1,55.0,5,5,5,5,18,2,11,2,1,0,0,6,5,0,8,351,50.2,1,2,1,0.0,0.0,-4,5,-2,20.9,3.5,5.4,110.0,110.0,5,-4,2,19.1,14.8,0.0,1,1,1,0,46.2,0,0,0,0,0,0,0,0,0,0,5,42,2,65,0,0,6,6,4,0,44.1,5,5,0,0,0,0,0,0,0,0,2,12,0,0,2,6,64,6,0,0,5,2,1,0,0,0,0,0,31,0,35,0,0,0,0,462,38,12,2,11,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,309,True,Rams,Monday,41,38,427290,0,0,32,31,2016-09-12T00:00:00,2016-09-12T22:20:00,15986,32,31,15986
201610130,2016-09-11T16:05:00,1,2016,1,MIA,SEA,AWAY,10,12,22,CenturyLink Field,Artificial,67,75,2,48.4,11.6,0,3,0,7,0,28,31,25:28,12,4,8,1,59,235,4.8,2,22,70,3.9,2,32,18,165,0,0,6.3,10.3,60.7,76.6,15,4,23.5,1,0,0.0,4,1,2,1,47,5,44,2,0,6,40,11,4,0,8,360,51.4,0,2,2,3,3,0,6,0,37,35,34:32,23,5,18,1,86,387,5.4,1,35,123,4.2,0,47,30,264,1,1,6.8,10.8,69.1,83.3,18,6,34.3,4,2,73.4,2,1,1,1,37,10,76,1,1,4,20,11,6,0,7,278,46.4,2,0,-2,36.6,55.0,0,-2,-2,10.3,21.6,14.7,55.0,110.0,0,2,2,27.5,29.2,7.9,4,4,4,0,41.9,1,1,0,0,0,0,0,2,1,1,5,35,4,92,1,11,4,2,0,0,40.5,1,0,1,0,0,0,0,2,2,0,4,44,0,0,0,0,36,57,4,20,6,0,1,2,0,0,1,0,18,0,50,0,0,0,0,294,29,33,6,40,6,2,0,-7,0,0,1,0,24,0,0,0,0,0,0,243,True,Dolphins,Sunday,37,51,427142,0,0,19,30,2016-09-11T00:00:00,2016-09-11T16:05:00,15981,19,30,15981
201610134,2016-09-11T13:00:00,1,2016,1,MIN,TEN,AWAY,25,16,41,LP Field,Grass,84,52,6,44.6,-2.8,0,0,12,13,0,32,38,29:35,16,4,13,0,67,331,5.9,2,31,72,2.8,0,36,20,260,0,0,8.7,14.4,60.0,85.1,15,7,47.2,0,0,0.0,4,0,0,0,134,4,43,0,0,0,0,5,7,0,4,124,41.5,0,4,4,3,7,0,6,0,33,28,30:25,21,2,18,1,72,348,5.9,2,24,70,3.5,0,45,28,277,2,1,7.4,11.1,67.1,93.1,15,10,62.8,0,0,0.0,4,2,2,2,14,2,11,2,2,2,21,5,7,0,6,254,50.8,4,0,-3,0.0,0.0,0,0,2,30.0,10.2,0,73.4,110.0,0,0,-2,23.5,13.3,5.7,8,4,2,0,36.3,2,1,0,0,0,0,0,7,5,0,4,21,1,67,1,85,5,2,2,0,42.2,1,1,0,1,0,0,0,1,1,0,1,15,6,130,0,0,46,10,2,21,2,1,2,29,1,1,0,0,13,0,67,0,0,0,0,109,44,11,0,0,5,0,0,-1,0,0,0,0,15,0,34,0,0,0,0,211,True,Vikings,Sunday,36,47,427134,0,0,20,34,2016-09-11T00:00:00,2016-09-11T13:00:00,15977,20,34,15977
201610101,2016-09-11T20:30:00,1,2016,1,NE,ARI,AWAY,23,21,44,University of Phoenix Stadium,Dome,77,55,0,48.4,10.4,10,0,7,6,0,36,65,33:59,21,8,12,1,73,399,6.7,2,34,117,4.1,1,36,26,283,1,0,9.4,11.8,80.0,115.8,18,11,68.8,0,0,0.0,2,1,1,1,18,10,76,4,2,2,8,6,7,0,2,98,49.0,2,0,-2,0,7,7,7,0,29,1,26:1,23,7,15,1,65,378,7.0,4,21,101,5.8,1,41,26,277,2,0,8.2,11.6,71.4,112.8,13,7,55.0,0,0,0.0,4,4,4,4,7,7,64,1,0,4,21,5,7,0,6,198,39.6,0,2,2,55.0,110.0,1,0,1,34.8,13.8,5.7,110.0,110.0,-1,0,-1,21.3,12.5,9.1,7,5,2,0,44.6,2,2,0,0,0,0,0,4,4,0,2,20,1,29,0,0,5,5,4,0,35.6,4,4,0,0,0,0,0,1,0,0,1,10,5,67,0,0,41,11,4,21,7,0,0,-2,0,0,0,0,11,0,29,0,0,0,0,89,55,11,2,8,1,2,2,-2,0,0,0,0,10,0,23,0,0,0,0,178,True,Patriots,Sunday,38,44,427148,0,0,21,1,2016-09-11T00:00:00,2016-09-11T20:30:00,15984,21,1,15984
201610122,2016-09-11T13:00:00,1,2016,1,NO,OAK,HOME,34,35,69,Mercedes-Benz Superdome,Dome,96,76,5,55.0,-3.3,3,14,7,10,0,32,38,29:35,30,8,18,5,72,558,9.4,5,24,97,4.8,0,46,31,461,5,0,11.0,16.5,73.4,144.0,12,5,40.0,1,1,110.0,6,4,4,2,23,8,58,2,1,1,5,4,5,0,2,104,52.2,1,0,-1,10,0,3,22,0,33,28,30:25,28,10,15,4,70,535,9.2,5,29,184,7.7,4,42,26,351,1,0,10.2,14.6,69.5,108.3,12,5,40.0,0,0,0.0,5,4,2,2,18,15,155,1,0,0,0,5,1,0,5,219,54.8,0,1,1,66.0,73.4,-1,4,-1,16.9,9.6,2.3,82.5,110.0,1,-3,1,5.4,10.2,0.0,8,5,5,0,43.4,5,5,0,0,0,0,0,5,2,0,2,12,6,95,0,0,8,2,2,0,46.2,1,1,0,4,2,0,0,2,2,0,2,18,4,54,0,0,41,18,0,0,5,0,0,11,0,0,0,0,7,0,29,0,0,0,0,87,42,22,1,5,2,2,1,0,0,0,0,0,11,0,23,0,0,0,0,185,True,Saints,Sunday,47,42,427139,0,0,22,25,2016-09-11T00:00:00,2016-09-11T13:00:00,15979,22,25,15979
201610109,2016-09-11T16:25:00,1,2016,1,NYG,DAL,AWAY,20,19,39,AT&T Stadium,Dome,77,55,0,52.2,-1.1,0,13,0,7,0,25,19,23:17,20,7,12,1,59,348,7.1,4,26,124,5.7,0,31,21,223,4,1,8.7,11.8,74.7,120.6,11,6,55.0,0,0,0.0,4,4,1,1,23,5,44,1,0,2,5,4,2,0,6,283,56.5,1,0,-1,3,6,7,3,0,40,47,36:43,26,11,14,1,82,361,5.3,1,33,111,4.1,1,50,28,250,0,0,6.0,10.0,61.2,76.3,19,11,64.7,0,0,0.0,4,1,2,1,18,7,55,0,0,0,0,2,5,0,4,162,53.9,0,1,1,110.0,110.0,1,-2,-2,8.1,8.1,6.7,36.6,55.0,-1,2,2,18.4,8.1,0.0,5,4,4,0,39.8,4,2,0,0,0,0,0,0,0,0,1,19,2,51,0,0,7,7,5,0,47.6,1,1,0,0,0,0,0,5,5,0,2,18,1,23,1,0,47,28,0,0,4,0,0,5,0,0,0,0,19,0,32,0,0,0,0,199,33,29,2,5,2,1,0,0,0,0,0,0,11,0,23,0,0,0,0,143,True,Giants,Sunday,33,50,427146,0,0,23,9,2016-09-11T00:00:00,2016-09-11T16:25:00,15983,23,9,15983
201610124,2016-09-11T13:00:00,1,2016,1,NYJ,CIN,HOME,22,23,45,MetLife Stadium,Artificial,87,44,19,46.2,1.2,7,9,0,6,0,37,58,34:53,24,10,12,4,73,374,6.3,2,33,167,6.2,0,38,21,207,2,1,6.5,10.9,59.7,84.5,13,5,36.6,0,0,0.0,6,2,4,1,25,8,104,1,0,1,1,11,11,0,4,169,56.4,1,1,0,3,10,7,3,0,28,8,25:7,20,6,12,2,62,419,8.2,2,21,63,3.6,1,33,25,356,1,1,11.9,15.5,84.4,119.0,12,4,30.0,0,0,0.0,4,1,1,0,23,6,48,0,0,8,46,4,7,0,4,158,52.8,1,1,0,44.0,36.6,8,4,7,52.1,29.7,2.8,36.6,0.0,-8,-3,-7,22.0,10.0,20.8,7,6,4,0,48.7,2,1,0,0,0,0,0,5,4,1,2,12,4,121,1,15,6,6,2,0,48.7,2,2,0,0,0,0,0,5,4,0,2,23,4,55,1,0,36,19,8,46,2,0,0,-2,0,0,0,0,10,0,72,0,0,0,0,146,40,31,1,1,8,0,0,0,0,0,1,0,16,0,21,0,0,0,0,146,True,Jets,Sunday,40,41,427137,0,0,24,7,2016-09-11T00:00:00,2016-09-11T13:00:00,15978,24,7,15978
201610122,2016-09-11T13:00:00,1,2016,1,OAK,NO,AWAY,35,34,69,Mercedes-Benz Superdome,Dome,96,76,5,55.0,3.6,10,0,3,22,0,33,28,30:25,28,10,15,4,70,535,9.2,5,29,184,7.7,4,42,26,351,1,0,10.2,14.6,69.5,108.3,12,5,40.0,0,0,0.0,5,4,2,2,18,15,155,1,0,0,0,5,1,0,5,219,54.8,0,1,1,3,14,7,10,0,32,38,29:35,30,8,18,5,72,558,9.4,5,24,97,4.8,0,46,31,461,5,0,11.0,16.5,73.4,144.0,12,5,40.0,1,1,110.0,6,4,4,2,23,8,58,2,1,1,5,4,5,0,2,104,52.2,1,0,-1,82.5,110.0,1,-3,1,5.4,10.2,0,66.0,73.4,-1,4,-1,16.9,9.6,2.8,8,2,2,0,46.2,1,1,0,4,2,0,0,2,2,0,2,18,4,54,0,0,8,5,5,0,43.4,5,5,0,0,0,0,0,5,2,0,2,12,6,95,0,0,42,22,1,5,2,2,1,0,0,0,0,0,11,0,23,0,0,0,0,185,41,18,0,0,5,0,0,11,0,0,0,0,7,0,29,0,0,0,0,87,True,Raiders,Sunday,42,47,427138,0,0,25,22,2016-09-11T00:00:00,2016-09-11T13:00:00,15979,25,22,15979
201610126,2016-09-11T13:00:00,1,2016,1,PHI,CLE,HOME,29,10,39,Lincoln Financial Field,Grass,94,46,15,45.1,-4.4,7,6,9,7,0,43,22,39:20,25,8,15,2,80,443,6.7,4,37,146,4.7,1,41,24,297,2,0,8.8,13.5,65.4,110.1,16,6,36.6,1,1,110.0,5,2,2,1,64,8,51,2,0,2,10,6,6,1,7,324,54.1,0,1,1,0,7,3,0,0,22,44,20:40,15,7,8,1,55,317,7.0,1,23,132,6.9,1,29,13,185,0,1,7.9,15.4,50.8,56.6,11,2,22.0,2,0,0.0,2,1,1,1,-16,5,16,2,0,4,24,11,4,0,6,276,55.2,1,0,-1,55.0,55.0,-4,2,1,26.2,18.9,5.1,55.0,110.0,5,-2,-1,10.6,25.4,11.3,7,7,7,0,43.1,4,4,0,0,0,0,0,4,2,0,5,65,2,46,1,6,5,4,2,0,42.2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32,5,4,24,2,1,0,-7,0,0,0,0,44,0,25,0,0,0,0,258,54,7,2,10,5,0,0,-16,0,0,0,0,0,0,0,0,0,0,0,211,True,Eagles,Sunday,43,32,427131,0,0,26,8,2016-09-11T00:00:00,2016-09-11T13:00:00,15975,26,8,15975
201610135,2016-09-12T19:10:00,1,2016,1,PIT,WAS,AWAY,38,16,54,FedEx Field,Grass,87,45,5,53.9,-2.2,0,14,10,14,0,36,20,33:18,25,11,15,0,75,481,7.7,6,33,162,5.9,2,41,30,319,4,1,9.4,11.8,80.3,122.5,15,11,70.7,2,2,110.0,4,4,1,1,0,5,89,0,0,1,11,2,2,0,2,118,58.8,1,2,1,6,0,3,7,0,29,46,26:42,20,4,15,1,60,422,8.5,1,13,60,5.6,1,47,33,362,0,2,9.3,12.1,76.8,80.0,11,4,33.0,2,0,0.0,5,1,2,1,47,11,60,0,0,0,0,6,4,0,1,30,29.7,2,1,-1,110.0,110.0,-3,-1,-1,18.4,5.7,2.6,27.5,55.0,4,1,1,11.0,14.5,0.0,8,7,7,0,0.0,6,6,0,0,0,0,0,1,1,0,0,0,1,20,2,0,6,5,5,0,0.0,1,1,0,0,0,0,0,4,4,0,1,19,1,32,1,29,35,31,0,0,7,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,46,41,1,0,5,1,0,0,0,0,0,0,19,0,32,0,0,0,0,0,True,Steelers,Monday,42,47,427288,0,0,28,35,2016-09-12T00:00:00,2016-09-12T19:10:00,15985,28,35,15985
201610130,2016-09-11T16:05:00,1,2016,1,SEA,MIA,HOME,12,10,22,CenturyLink Field,Artificial,67,75,2,48.4,-11.6,3,3,0,6,0,37,35,34:32,23,5,18,1,86,387,5.4,1,35,123,4.2,0,47,30,264,1,1,6.8,10.8,69.1,83.3,18,6,34.3,4,2,73.4,2,1,1,1,37,10,76,1,1,4,20,11,6,0,7,278,46.4,2,0,-2,0,3,0,7,0,28,31,25:28,12,4,8,1,59,235,4.8,2,22,70,3.9,2,32,18,165,0,0,6.3,10.3,60.7,76.6,15,4,23.5,1,0,0.0,4,1,2,1,47,5,44,2,0,6,40,11,4,0,8,360,51.4,0,2,2,55.0,110.0,0,2,2,27.5,29.2,6.5,36.6,55.0,0,-2,-2,10.3,21.6,16.2,4,2,0,0,40.5,1,0,1,0,0,0,0,2,2,0,4,44,0,0,0,0,4,4,4,0,41.9,1,1,0,0,0,0,0,2,1,1,5,35,4,92,1,11,29,33,6,40,6,2,0,-7,0,0,1,0,24,0,0,0,0,0,0,243,36,57,4,20,6,0,1,2,0,0,1,0,18,0,50,0,0,0,0,294,True,Seahawks,Sunday,51,37,427143,0,0,30,19,2016-09-11T00:00:00,2016-09-11T16:05:00,15981,30,19,15981
